Past Convo,Tutor Response,Tutor Action,Prep,Color,Obj
"Tutor: ""Red"" is ""rosso"". Please try to fill in the blank in Italian.  Student: What is the word for tree in Italian? Tutor: Why don't you try filling in what you can. Student: Is il cane is in front of the rosso tree? Tutor: OK,  ""is in front of the"" is  ""e di fronte"" Student: Is il cane e di fronte de rosso tree? Tutor: ""Tree"" is ""all'albero"". Do you know how to say red? Student: Red is rosso right?","Yes. Now just drop ""de"" and tree and insert ""all'albero"" in front of ""rosso""","[False, False, True, False, False]",e di fronte,rosso,all'albero
"Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: What is the word for purple bed? Tutor: OK,  ""bed"" is  ""letto"" Student: What is the word for purple? Tutor: Well,  ""is behind the"" is ""e dietro il"" Student: What is the word for purple to describe the bed? Tutor: OK,  ""purple"" is ""viola"" Student: il can e dietro il viola letto","""cane"", not ""can"". Remember that the adjective comes after the noun.","[False, False, True, False, False]",e dietro il,viola,letto
"Tutor: Please try to fill in the blank in Italian.  Student: I don't remember. How do you say is behind the in Italian? Tutor: OK,  ""is behind the"" is ""e dietro la"" Student: What is the word for box in Italian? Tutor: Remember that  ""box"" is  ""scatola"" Student: That's right. I remember that now.  Tutor: The box is called scatola. Student: And I believe red is rosso in Italian, correct?",Yes. Red is rosso.,"[False, False, False, True, False]",e dietro la,rossa,scatola
"Tutor: ""Yellow"" is ""giallo"". Please try to fill in the blank in Italian.  Student: how do you say bed? Tutor: OK,  ""bed"" is  ""letto"" Student: Ok.   How do you say in front of?
","""di fronte al"" is in front of.","[False, True, False, False, False]",e di fronte al,giallo,letto
"Tutor: ""Red"" is ""rosso"". Please try to fill in the blank in Italian.  Student: What is the word for tree in Italian? Tutor: Why don't you try filling in what you can. Student: Is il cane is in front of the rosso tree?","Okay, so ""in front of the"" is ""e di fronte"".  Can you put that together with the other words you already know?","[True, True, False, False, False]",e di fronte,rosso,all'albero
"Tutor: ""Red"" is ""rosso"". Please try to fill in the blank in Italian.  Student: What is the word for tree in Italian? Tutor: Why don't you try filling in what you can. Student: Is il cane is in front of the rosso tree? Tutor: OK,  ""is in front of the"" is  ""e di fronte"" Student: Is il cane e di fronte de rosso tree? Tutor: ""Tree"" is ""all'albero"". Do you know how to say red? Student: Red is rosso right?","Yes.  You now know ""tree"" and red"".  Can you put them together correctly to say ""the red tree""?","[True, False, False, True, False]",e di fronte,rosso,all'albero
"Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: What is the word for purple bed? Tutor: OK,  ""bed"" is  ""letto"" Student: What is the word for purple? Tutor: Well,  ""is behind the"" is ""e dietro il"" Student: What is the word for purple to describe the bed? Tutor: OK,  ""purple"" is ""viola"" Student: il can e dietro il viola letto","You're close, but remember that the adjective comes after the noun, so say ""il letto viola""","[False, False, True, False, False]",e dietro il,viola,letto
"Tutor: Please try to fill in the blank in Italian.  Student: I don't remember. How do you say is behind the in Italian? Tutor: OK,  ""is behind the"" is ""e dietro la"" Student: What is the word for box in Italian? Tutor: Remember that  ""box"" is  ""scatola"" Student: That's right. I remember that now.  Tutor: The box is called scatola. Student: And I believe red is rosso in Italian, correct?","Yes, that's right.  So can you put it all together now: ""the dog is behind the red box""?","[True, False, False, True, False]",e dietro la,rossa,scatola
"Tutor: ""Yellow"" is ""giallo"". Please try to fill in the blank in Italian.  Student: how do you say bed? Tutor: OK,  ""bed"" is  ""letto"" Student: Ok.   How do you say in front of?
","""in front of the"" is ""e di fronte al"".  Can you say, ""the dog is in front of the bed""?","[True, True, False, False, False]",e di fronte al,giallo,letto
Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso?,"Not quite.  ""e dietro"" is ""is behind the"".  And ""il gatto"" is ""the cat"".","[False, True, True, False, False]",e dietro,rosso,l'albero
"Tutor: Please try to fill in the blank in Italian.  Student: What is the word for pink again? Tutor: OK,  ""pink"" is ""rosa"" Student: I think you say il gatto rosa. Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino"" Student: Which word comes first? Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again. Student: is the answer e vicino rosa?","The tree is pink, so you need to say ""all albero rosa"".  Can you say ""the cat [il gatto] is next to the pink tree""?","[True, True, False, False, False]",e vicino,rosa,all'albero
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: La palla e dentro la Tutor: gialla is the feminine form, because the noun it modifies (borsa) is feminine. Student: What is the yellow bag?","You already know the noun ""bag"" and the adjective ""yellow"".  Can you put those together to say ""yellow bag""?","[True, False, False, False, False]",e dentro la,gialla,borsa
Tutor: Please try to fill in the blank in Italian.  Student: e topo la blu table,"""is on top of the"" is ""e in cima al"", and ""table is ""tavolo"".  Can you try it again?","[True, True, False, False, False]",e in cima al,blu,tavolo
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: e dentro la Tutor: Can you try filling in the blank to the best of your ability? Student: e dentro la lapiz bago","You're getting there.  But ""blue bag"" is ""borsa blu""","[False, True, False, False, False]",e dentro la,blu,borsa
Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso?,The cat is il gatto,"[False, True, False, False, False]",e dietro,rosso,l'albero
"Tutor: Please try to fill in the blank in Italian.  Student: What is the word for pink again? Tutor: OK,  ""pink"" is ""rosa"" Student: I think you say il gatto rosa. Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino"" Student: Which word comes first? Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again. Student: is the answer e vicino rosa?",No. Do you know how to say The cat? ,"[True, False, False, False, False]",e vicino,rosa,all'albero
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: La palla e dentro la Tutor: gialla is the feminine form, because the noun it modifies (borsa) is feminine. Student: What is the yellow bag?",borsa gialla,"[False, True, False, False, False]",e dentro la,gialla,borsa
Tutor: Please try to fill in the blank in Italian.  Student: e topo la blu table,Do you know how to say the ball?,"[True, False, False, False, False]",e in cima al,blu,tavolo
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: e dentro la Tutor: Can you try filling in the blank to the best of your ability? Student: e dentro la lapiz bago",Do you know how to say the ball?,"[True, False, False, False, False]",e dentro la,blu,borsa
Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso?,Almost. e dietro is behind,"[False, False, True, False, False]",e dietro,rosso,l'albero
"Tutor: Please try to fill in the blank in Italian.  Student: What is the word for pink again? Tutor: OK,  ""pink"" is ""rosa"" Student: I think you say il gatto rosa. Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino"" Student: Which word comes first? Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again. Student: is the answer e vicino rosa?",Remember tree is all'algeria the correct sentence  is e vicino all'albero rosa,"[False, True, True, False, False]",e vicino,rosa,all'albero
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: La palla e dentro la Tutor: gialla is the feminine form, because the noun it modifies (borsa) is feminine. Student: What is the yellow bag?",Do you remember the word for yellow?,"[True, False, False, False, False]",e dentro la,gialla,borsa
Tutor: Please try to fill in the blank in Italian.  Student: e topo la blu table,Do you remember the word for blue?,"[True, False, False, False, False]",e in cima al,blu,tavolo
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: e dentro la Tutor: Can you try filling in the blank to the best of your ability? Student: e dentro la lapiz bago",Almost. Do you remember the words for blue bag?,"[True, False, False, False, False]",e dentro la,blu,borsa
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: e dentro la Tutor: Can you try filling in the blank to the best of your ability? Student: e dentro la lapiz bago Tutor: Okay, I'll give you a hint.  ""bag"" is  ""borsa"" Student: e dentro la lapiz borsa Tutor: ""Bag"" is ""borsa"". Do you know how to say blue? Student:  lapiz ",lapiz should be blu,"[False, False, True, False, False]",e dentro la,blu,borsa
Tutor: Please try to fill in the blank in Italian.  Student: what is front?,It is fronte.,"[False, True, False, False, False]",e di fronte alla,verde,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""yellow? Tutor: Remember that  ""yellow"" is ""giallo"" Student: What is the phrase ""in front of the"" in Italian?",il di fronte al,"[False, True, False, False, False]",e di fronte al,giallo,coniglio
"Tutor: ""Is Under The"" is ""e sotto"". Please try to fill in the blank in Italian.  Student: la palla e sotto tree rossa. Tutor: OK,  ""tree"" is  ""l'albero"" Student: Oh ok. la palla e sotto l'albero rossa.","That is right, la palla e sotto l'albero rossa.","[False, False, False, True, False]",e sotto,rosso,l'albero
"Tutor: ""Tree"" is ""l'albero"". Please try to fill in the blank in Italian.  Student: il cane es behind l'albero? Tutor: Okay, I'll give you a hint.  ""is behind the"" is  ""e dietro"" Student: Oh! Il cane e dietro l'albero?","Good, now what is the word for green?","[True, False, False, False, False]",e dietro,verde,l'albero
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: e dentro la Tutor: Can you try filling in the blank to the best of your ability? Student: e dentro la lapiz bago Tutor: Okay, I'll give you a hint.  ""bag"" is  ""borsa"" Student: e dentro la lapiz borsa Tutor: ""Bag"" is ""borsa"". Do you know how to say blue? Student:  lapiz ","No, blue is ""blu.""","[False, False, True, False, False]",e dentro la,blu,borsa
Tutor: Please try to fill in the blank in Italian.  Student: what is front?,"The word ""front"" is ""fronte.""","[False, True, False, False, False]",e di fronte alla,verde,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""yellow? Tutor: Remember that  ""yellow"" is ""giallo"" Student: What is the phrase ""in front of the"" in Italian?","""E di fronte al"" is the phrase ""in front of the.""","[False, True, False, False, False]",e di fronte al,giallo,coniglio
"Tutor: ""Is Under The"" is ""e sotto"". Please try to fill in the blank in Italian.  Student: la palla e sotto tree rossa. Tutor: OK,  ""tree"" is  ""l'albero"" Student: Oh ok. la palla e sotto l'albero rossa.","Yes, that is correct!","[False, False, False, True, False]",e sotto,rosso,l'albero
"Tutor: ""Tree"" is ""l'albero"". Please try to fill in the blank in Italian.  Student: il cane es behind l'albero? Tutor: Okay, I'll give you a hint.  ""is behind the"" is  ""e dietro"" Student: Oh! Il cane e dietro l'albero?","Can you say the same phrase, but adding that the tree is green?","[True, False, False, False, False]",e dietro,verde,l'albero
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: e dentro la Tutor: Can you try filling in the blank to the best of your ability? Student: e dentro la lapiz bago Tutor: Okay, I'll give you a hint.  ""bag"" is  ""borsa"" Student: e dentro la lapiz borsa Tutor: ""Bag"" is ""borsa"". Do you know how to say blue? Student:  lapiz ","Not quite, blue is ""blu"" in Italian.","[False, True, True, False, False]",e dentro la,blu,borsa
Tutor: Please try to fill in the blank in Italian.  Student: what is front?,"""e di fronte alla"".  Do you know the nouns?","[True, True, False, False, False]",e di fronte alla,verde,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""yellow? Tutor: Remember that  ""yellow"" is ""giallo"" Student: What is the phrase ""in front of the"" in Italian?","""in front of the"" is ""e di fronte al"".  Can you say ""In front of the bunny""?","[True, True, False, False, False]",e di fronte al,giallo,coniglio
"Tutor: ""Is Under The"" is ""e sotto"". Please try to fill in the blank in Italian.  Student: la palla e sotto tree rossa. Tutor: OK,  ""tree"" is  ""l'albero"" Student: Oh ok. la palla e sotto l'albero rossa.","Excellent!  Just remember to say ""rosso"" because ""albero"" is a masculine noun.","[False, False, True, False, False]",e sotto,rosso,l'albero
"Tutor: ""Tree"" is ""l'albero"". Please try to fill in the blank in Italian.  Student: il cane es behind l'albero? Tutor: Okay, I'll give you a hint.  ""is behind the"" is  ""e dietro"" Student: Oh! Il cane e dietro l'albero?","Excellent!  Can you modify it slightly to say ""green tree""?","[True, False, False, True, False]",e dietro,verde,l'albero
"Tutor: Please try to fill in the blank in Italian.  Student: il coniglio e de fronte al all'albero conglio. Tutor: OK,  ""is in front of the"" is  ""e di fronte"" Student: il coniglio e di fronte all'albero. Tutor: ""Tree"" is ""all'albero"". Do you know how to say yellow? Student: il coniglio e di fronte all'albero conglo. Tutor: ""Tree"" is ""all'albero"". Do you know how to say yellow? Student: No","I will give you a hint, just like in English, the word yellow in Italian has to L's in it. Does that help you remember?","[True, False, False, False, False]",e di fronte,giallo,all'albero
Tutor: Please try to fill in the blank in Italian.  Student: il gatto e accanto tavolo verde.,"Remember, you need to add a word after ""next."" The word should mean ""to the."" Do you know which word to add?","[True, True, True, False, False]",e accanto al,verde,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to the""?","Do you remember how to say next? If so, we need to determine if the following word is masculine and singular to determine the next word.","[True, True, False, False, False]",e accanto al,rosa,tavolo
"Tutor: ""Is In Front Of The"" is ""e di fronte"". Please try to fill in the blank in Italian.  Student: Would 'il cane e di fronte', be correct? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""all'albero"" Student: Thanks. So, 'il cane e di frote all'albero be the whole sentence? Tutor: ""All'albero"" is ""tree."" Student: What is the word for blue?",You forgot to identify the color of the tree. Do you remember the word for Blue and where it goes?,"[True, False, True, False, False]",e di fronte,blu,all'albero
Tutor: Please try to fill in the blank in Italian.  Student: How do you say on top of again? ,"i will give you a hint, ""top of"" is in cima.","[False, True, False, False, False]",e in cima al,verde,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: il coniglio e de fronte al all'albero conglio. Tutor: OK,  ""is in front of the"" is  ""e di fronte"" Student: il coniglio e di fronte all'albero. Tutor: ""Tree"" is ""all'albero"". Do you know how to say yellow? Student: il coniglio e di fronte all'albero conglo. Tutor: ""Tree"" is ""all'albero"". Do you know how to say yellow? Student: No",Yellow is giallo. ,"[False, True, False, False, False]",e di fronte,giallo,all'albero
Tutor: Please try to fill in the blank in Italian.  Student: il gatto e accanto tavolo verde.,Correct!,"[False, False, False, True, False]",e accanto al,verde,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to the""?",e accanto al is how you say is next to the. ,"[False, True, False, False, False]",e accanto al,rosa,tavolo
"Tutor: ""Is In Front Of The"" is ""e di fronte"". Please try to fill in the blank in Italian.  Student: Would 'il cane e di fronte', be correct? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""all'albero"" Student: Thanks. So, 'il cane e di frote all'albero be the whole sentence? Tutor: ""All'albero"" is ""tree."" Student: What is the word for blue?",The word for blue is blu,"[False, True, False, False, False]",e di fronte,blu,all'albero
Tutor: Please try to fill in the blank in Italian.  Student: How do you say on top of again? ,e in cima al,"[False, True, False, False, False]",e in cima al,verde,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: il coniglio e de fronte al all'albero conglio. Tutor: OK,  ""is in front of the"" is  ""e di fronte"" Student: il coniglio e di fronte all'albero. Tutor: ""Tree"" is ""all'albero"". Do you know how to say yellow? Student: il coniglio e di fronte all'albero conglo. Tutor: ""Tree"" is ""all'albero"". Do you know how to say yellow? Student: No","Yellow is ""giallo"".  Can you now say ""The yellow tree""?","[True, True, False, False, False]",e di fronte,giallo,all'albero
Tutor: Please try to fill in the blank in Italian.  Student: il gatto e accanto tavolo verde.,"You're very close, you just need to put the word ""al"" for ""to the"" into your sentence.  Do you know where it goes?","[True, False, True, False, False]",e accanto al,verde,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to the""?","""e accanto al""","[False, True, False, False, False]",e accanto al,rosa,tavolo
"Tutor: ""Is In Front Of The"" is ""e di fronte"". Please try to fill in the blank in Italian.  Student: Would 'il cane e di fronte', be correct? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""all'albero"" Student: Thanks. So, 'il cane e di frote all'albero be the whole sentence? Tutor: ""All'albero"" is ""tree."" Student: What is the word for blue?","""blu"" is the Italian word for ""blue"".  Do you know where it goes in the sentence?","[True, True, False, False, False]",e di fronte,blu,all'albero
Tutor: Please try to fill in the blank in Italian.  Student: How do you say on top of again? ,"""e in cima al""","[False, True, False, False, False]",e in cima al,verde,tavolo
"Tutor: ""Is Under The"" is ""e sotto"". Please try to fill in the blank in Italian.  Student: la palla e sotto tree rossa. Tutor: OK,  ""tree"" is  ""l'albero"" Student: Oh ok. la palla e sotto l'albero rossa. Tutor: Can you try filling in the blank to the best of your ability? Student: La palla e sotto l'albero rossa.",Almost! Rosso is masculine and not feminine. ,"[False, False, True, False, False]",e sotto,rosso,l'albero
"Tutor: ""Bunny"" is ""coniglio"". Please try to fill in the blank in Italian.  Student: How do you say ""red"" in Italian? Tutor: Well,  ""bunny"" is "" coniglio"" Student: What is the word for ""red"" in Italian?",The word for red in Italian sounds like rust. ,"[False, True, False, False, False]",e accanto al,rosso,coniglio
"Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: What is the word for purple bed? Tutor: OK,  ""bed"" is  ""letto"" Student: What is the word for purple? Tutor: Well,  ""is behind the"" is ""e dietro il"" Student: What is the word for purple to describe the bed?",The word for purple in Italian sounds like an instrument and also sounds like another word for purple. ,"[False, True, False, False, False]",e dietro il,viola,letto
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: How do I say inside? Tutor: OK,  ""is inside of the"" is ""e dentro la"" Student: Is it il congilio e dentro la scatola? Tutor: Well,  ""green"" is  ""verde"" Student: So verde scatola is green box? Tutor: OK,  ""box"" is  ""scatola"" Student: Okay, green box translates to verde scatola? Tutor: Prepositional phrases separate the two noun phrases. Student: So is it il congilio e dentro la verde scatola",Almost! Remember that the adjective goes after the noun. ,"[False, True, False, False, False]",e dentro la,verde,scatola
Tutor: Please try to fill in the blank in Italian.  Student: il gatto is inside of the letto blu.,"Letto is not the word for ""box"" in Italian. Do you remember how to say it? ","[False, False, True, False, False]",e dentro la,blu,scatola
"Tutor: ""Is Under The"" is ""e sotto"". Please try to fill in the blank in Italian.  Student: la palla e sotto tree rossa. Tutor: OK,  ""tree"" is  ""l'albero"" Student: Oh ok. la palla e sotto l'albero rossa. Tutor: Can you try filling in the blank to the best of your ability? Student: La palla e sotto l'albero rossa.","Excellent effort. Va bene. Red is 'rosso', pink is 'rosa' in Italian.","[False, True, False, False, False]",e sotto,rosso,l'albero
"Tutor: ""Bunny"" is ""coniglio"". Please try to fill in the blank in Italian.  Student: How do you say ""red"" in Italian? Tutor: Well,  ""bunny"" is "" coniglio"" Student: What is the word for ""red"" in Italian?",Rosso.,"[False, False, True, False, False]",e accanto al,rosso,coniglio
"Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: What is the word for purple bed? Tutor: OK,  ""bed"" is  ""letto"" Student: What is the word for purple? Tutor: Well,  ""is behind the"" is ""e dietro il"" Student: What is the word for purple to describe the bed?",Viola.,"[False, True, False, False, False]",e dietro il,viola,letto
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: How do I say inside? Tutor: OK,  ""is inside of the"" is ""e dentro la"" Student: Is it il congilio e dentro la scatola? Tutor: Well,  ""green"" is  ""verde"" Student: So verde scatola is green box? Tutor: OK,  ""box"" is  ""scatola"" Student: Okay, green box translates to verde scatola? Tutor: Prepositional phrases separate the two noun phrases. Student: So is it il congilio e dentro la verde scatola",Here is a hint. Adjectives follow nouns they modify.,"[False, True, False, False, False]",e dentro la,verde,scatola
Tutor: Please try to fill in the blank in Italian.  Student: il gatto is inside of the letto blu.,Inside of in Italian is ' e dentro la'.,"[False, True, False, False, False]",e dentro la,blu,scatola
"Tutor: ""Is Under The"" is ""e sotto"". Please try to fill in the blank in Italian.  Student: la palla e sotto tree rossa. Tutor: OK,  ""tree"" is  ""l'albero"" Student: Oh ok. la palla e sotto l'albero rossa. Tutor: Can you try filling in the blank to the best of your ability? Student: La palla e sotto l'albero rossa.","Very close! But ""rossa"" must be ""rosso"" because ""l'albero"" is masculine.","[False, False, True, False, False]",e sotto,rosso,l'albero
"Tutor: ""Bunny"" is ""coniglio"". Please try to fill in the blank in Italian.  Student: How do you say ""red"" in Italian? Tutor: Well,  ""bunny"" is "" coniglio"" Student: What is the word for ""red"" in Italian?","""red"" is ""rosso""","[False, True, False, False, False]",e accanto al,rosso,coniglio
"Tutor: ""Is Behind The"" is ""e dietro il"". Please try to fill in the blank in Italian.  Student: What is the word for purple bed? Tutor: OK,  ""bed"" is  ""letto"" Student: What is the word for purple? Tutor: Well,  ""is behind the"" is ""e dietro il"" Student: What is the word for purple to describe the bed?","""purple"" is ""viola""","[False, True, False, False, False]",e dietro il,viola,letto
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: How do I say inside? Tutor: OK,  ""is inside of the"" is ""e dentro la"" Student: Is it il congilio e dentro la scatola? Tutor: Well,  ""green"" is  ""verde"" Student: So verde scatola is green box? Tutor: OK,  ""box"" is  ""scatola"" Student: Okay, green box translates to verde scatola? Tutor: Prepositional phrases separate the two noun phrases. Student: So is it il congilio e dentro la verde scatola","You're close, but the noun (scatola) must come before the adjective (verde.) Try again?","[False, False, True, False, False]",e dentro la,verde,scatola
Tutor: Please try to fill in the blank in Italian.  Student: il gatto is inside of the letto blu.,"You got blu correct, but box is ""scatola"".","[False, False, True, True, False]",e dentro la,blu,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: e dietro alla scatola viola is my initial guess. Tutor: ""Box"" is ""scatola"". Do you know how to say purple? Student: I think purple is viola, correct?","Yes, that's right.  Do you know ""in front of""?","[True, False, False, True, False]",e di fronte alla,viola,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is under the""? Tutor: Almost, ""il"" is a contraction of ""a"" and ""il"", so ""il"" is not needed. Student: How do you say ""red""?","red is ""rosso""","[False, True, False, False, False]",e sotto il,rosso,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: e dietro l'albera viola would be my first guess. Tutor: Well,  ""is next to the"" is  ""e vicino"" Student: Okay! I remember that now. So my next guess is e vicino l'albera viola. Tutor: Can you try filling in the blank to the best of your ability? Student: How do you say tree again?","the tree is ""all'albero"" in this context.  Can you put it together with what you already know?","[True, True, False, False, False]",e vicino,viola,all'albero
"Tutor: ""Green"" is ""verde"". Please try to fill in the blank in Italian.  Student: What is ""on top of""? Tutor: Hmm...  ""is on top of the"" is ""e in cima al"" Student: la pianta e in cima al verde rasa","table is ""tavolo"", but remember that the adjective comes after the noun.  Can you try to fix the ending of your sentence?","[True, True, True, False, False]",e in cima al,verde,tavolo
"Tutor: ""Is Next To The"" is ""e accanto al"". Please try to fill in the blank in Italian.  Student: il gatto e accanto al purple bunny","That's excellent so far, but remember that ""purple bunny"" is ""coniglio viola""","[False, True, True, False, False]",e accanto al,viola,coniglio
"Tutor: Please try to fill in the blank in Italian.  Student: e dietro alla scatola viola is my initial guess. Tutor: ""Box"" is ""scatola"". Do you know how to say purple? Student: I think purple is viola, correct?",That's correct!,"[False, False, False, True, False]",e di fronte alla,viola,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is under the""? Tutor: Almost, ""il"" is a contraction of ""a"" and ""il"", so ""il"" is not needed. Student: How do you say ""red""?","The word red is ""rosso"".","[False, True, False, False, False]",e sotto il,rosso,tavolo
"Tutor: Please try to fill in the blank in Italian.  Student: e dietro l'albera viola would be my first guess. Tutor: Well,  ""is next to the"" is  ""e vicino"" Student: Okay! I remember that now. So my next guess is e vicino l'albera viola. Tutor: Can you try filling in the blank to the best of your ability? Student: How do you say tree again?","The word ""all'albero"" is ""tree"".","[False, True, False, False, False]",e vicino,viola,all'albero
"Tutor: ""Green"" is ""verde"". Please try to fill in the blank in Italian.  Student: What is ""on top of""? Tutor: Hmm...  ""is on top of the"" is ""e in cima al"" Student: la pianta e in cima al verde rasa",Correct!,"[False, False, False, True, False]",e in cima al,verde,tavolo
"Tutor: ""Is Next To The"" is ""e accanto al"". Please try to fill in the blank in Italian.  Student: il gatto e accanto al purple bunny","That's mostly correct. Do you remember the word for ""purple""?","[True, False, False, True, False]",e accanto al,viola,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: e dietro la baggo rossa is my first guess. Tutor: Can you try filling in the blank to the best of your ability? Student: I just did that. What is the Italian word for bag please?,Borsa is bag,"[False, True, False, False, False]",e dentro la,rossa,borsa
"Tutor: ""Red"" is ""rosso"". Please try to fill in the blank in Italian.  Student: What is the word for tree in Italian? Tutor: Why don't you try filling in what you can. Student: Is il cane is in front of the rosso tree? Tutor: OK,  ""is in front of the"" is  ""e di fronte"" Student: Is il cane e di fronte de rosso tree?",Tree is albero,"[False, False, True, False, False]",e di fronte,rosso,all'albero
"Tutor: Please try to fill in the blank in Italian.  Student: il cane... Tutor: Hmm...  ""is inside of the"" is  ""e dentro la"" Student: il cane e dentro la",What is the word for bag?,"[True, False, False, False, False]",e dentro la,blu,borsa
"Tutor: Please try to fill in the blank in Italian.  Student: What is the word for pink? Tutor: Hmm...  ""pink"" is ""rosa"" Student: What is the word for next to? Tutor: Remember that  ""is next to the"" is ""e accanto al"" Student: la pianta e accanto al rosa cama Tutor: Well,  ""bed"" is  ""letto"" Student: la pianta e accanto al rosa letto","Almost, you need to put the adjective after the noun","[False, False, True, False, False]",e accanto al,rosa,letto
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: What's inside and red? Tutor: Well,  ""red"" is ""rossa"" Student: Okay, what about inside?",Inside is dentro,"[False, True, False, False, False]",e dentro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: how do you say on top of? Tutor: Almost, ""al"" is a contraction of ""a"" and ""al"", so ""al"" is not needed. Student: how do you say table?",Table is tavolo.,"[False, True, False, False, False]",e in cima al,rosso,tavolo
Tutor: Please try to fill in the blank in Italian.  Student: what is inside in italian?,Is inside of would be e dentro la.,"[False, True, False, False, False]",e dentro la,viola,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: il cane is on top of the bed blu. Tutor: Okay, I'll give you a hint.  ""is on top of the"" is  ""e in cima al"" Student: il cane e in cima al bed blu","Almost, it's going to be il cane e in cima al letto blu.","[False, False, True, False, False]",e in cima al,blu,letto
Tutor: Please try to fill in the blank in Italian.  Student: how do you say in front?,"""Is in front of the"" will be ""e di fronte al"".","[False, True, False, False, False]",e di fronte al,verde,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: what is the word for plant?,Plant is la pianta.,"[False, True, False, False, False]",e dentro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: how do you say on top of? Tutor: Almost, ""al"" is a contraction of ""a"" and ""al"", so ""al"" is not needed. Student: how do you say table?",Table is tavolo. Do you know the word for red?,"[True, True, False, False, False]",e in cima al,rosso,tavolo
Tutor: Please try to fill in the blank in Italian.  Student: what is inside in italian?,Inside is e dentro la. What is the word for box?,"[True, True, False, False, False]",e dentro la,viola,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: il cane is on top of the bed blu. Tutor: Okay, I'll give you a hint.  ""is on top of the"" is  ""e in cima al"" Student: il cane e in cima al bed blu",So close. The word for bed is letto. Al letto blu means the blue bed.,"[False, True, True, False, False]",e in cima al,blu,letto
Tutor: Please try to fill in the blank in Italian.  Student: how do you say in front?,In front is e di fronte al.,"[False, True, False, False, False]",e di fronte al,verde,coniglio
Tutor: Please try to fill in the blank in Italian.  Student: what is the word for plant?,Plant in Italian is scatola.,"[False, True, False, False, False]",e dentro la,rossa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: how do you say on top of? Tutor: Almost, ""al"" is a contraction of ""a"" and ""al"", so ""al"" is not needed. Student: how do you say table?","""tavolo"" is the term for table.","[False, True, False, False, False]",e in cima al,rosso,tavolo
