Past Convo,Student Repsonse,"Actions (guess, question, affirmation, other)"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro""","Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso?","[True, False, True, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero""",Fine. Il gatto e dietro l'alberto rosso?,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel.",Right. Similar to other Romance languages. Sure.,"[False, False, True, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. ']","Sure, check. Again, pretty standard. ","[False, False, True, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero""","I'll do my best, Chief. ","[False, False, True, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero"" Student: I'll do my best, Chief.  Tutor: Can you try filling in the blank to the best of your ability?","What, are you pretending that I haven't already answered the question twice?","[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero"" Student: I'll do my best, Chief.  Tutor: Can you try filling in the blank to the best of your ability? Student: What, are you pretending that I haven't already answered the question twice? Tutor: Remember that  ""red"" is ""rosso""",Il gatto e dietro l'alberto rosso? ,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero"" Student: I'll do my best, Chief.  Tutor: Can you try filling in the blank to the best of your ability? Student: What, are you pretending that I haven't already answered the question twice? Tutor: Remember that  ""red"" is ""rosso"" Student: Il gatto e dietro l'alberto rosso?  Tutor: rosso is the masculine form, because the noun it modifies (l'albero) is masculine.","Are you contradicting me, or just telling me a random piece of language structure?","[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero"" Student: I'll do my best, Chief.  Tutor: Can you try filling in the blank to the best of your ability? Student: What, are you pretending that I haven't already answered the question twice? Tutor: Remember that  ""red"" is ""rosso"" Student: Il gatto e dietro l'alberto rosso?  Tutor: rosso is the masculine form, because the noun it modifies (l'albero) is masculine. Student: Are you contradicting me, or just telling me a random piece of language structure? Tutor: Prepositional phrases separate the two noun phrases.","Okay, are you telling me I'm wrong or just giving me random context? I don't trust you anymore. ","[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero"" Student: I'll do my best, Chief.  Tutor: Can you try filling in the blank to the best of your ability? Student: What, are you pretending that I haven't already answered the question twice? Tutor: Remember that  ""red"" is ""rosso"" Student: Il gatto e dietro l'alberto rosso?  Tutor: rosso is the masculine form, because the noun it modifies (l'albero) is masculine. Student: Are you contradicting me, or just telling me a random piece of language structure? Tutor: Prepositional phrases separate the two noun phrases. Student: Okay, are you telling me I'm wrong or just giving me random context? I don't trust you anymore.  Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again.",Your response doesn't even begin to make sense. ,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero"" Student: I'll do my best, Chief.  Tutor: Can you try filling in the blank to the best of your ability? Student: What, are you pretending that I haven't already answered the question twice? Tutor: Remember that  ""red"" is ""rosso"" Student: Il gatto e dietro l'alberto rosso?  Tutor: rosso is the masculine form, because the noun it modifies (l'albero) is masculine. Student: Are you contradicting me, or just telling me a random piece of language structure? Tutor: Prepositional phrases separate the two noun phrases. Student: Okay, are you telling me I'm wrong or just giving me random context? I don't trust you anymore.  Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again. Student: Your response doesn't even begin to make sense.  Tutor: Adjectives (such as color words) follow the noun they modify in Italian.","Are you going to look at the answer I gave you three times now, or not? ","[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero"" Student: I'll do my best, Chief.  Tutor: Can you try filling in the blank to the best of your ability? Student: What, are you pretending that I haven't already answered the question twice? Tutor: Remember that  ""red"" is ""rosso"" Student: Il gatto e dietro l'alberto rosso?  Tutor: rosso is the masculine form, because the noun it modifies (l'albero) is masculine. Student: Are you contradicting me, or just telling me a random piece of language structure? Tutor: Prepositional phrases separate the two noun phrases. Student: Okay, are you telling me I'm wrong or just giving me random context? I don't trust you anymore.  Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again. Student: Your response doesn't even begin to make sense.  Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: Are you going to look at the answer I gave you three times now, or not?  Tutor: Okay, I'll give you a hint.  ""red"" is ""rosso""","You mean, like in the sentence I've fed you three times now?","[False, False, True, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero"" Student: I'll do my best, Chief.  Tutor: Can you try filling in the blank to the best of your ability? Student: What, are you pretending that I haven't already answered the question twice? Tutor: Remember that  ""red"" is ""rosso"" Student: Il gatto e dietro l'alberto rosso?  Tutor: rosso is the masculine form, because the noun it modifies (l'albero) is masculine. Student: Are you contradicting me, or just telling me a random piece of language structure? Tutor: Prepositional phrases separate the two noun phrases. Student: Okay, are you telling me I'm wrong or just giving me random context? I don't trust you anymore.  Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again. Student: Your response doesn't even begin to make sense.  Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: Are you going to look at the answer I gave you three times now, or not?  Tutor: Okay, I'll give you a hint.  ""red"" is ""rosso"" Student: You mean, like in the sentence I've fed you three times now? Tutor: Tree is ""l'albero"", now try to fill in the rest of the blank.","You mean, like those three other times you ignored what I said?","[False, False, True, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero"" Student: I'll do my best, Chief.  Tutor: Can you try filling in the blank to the best of your ability? Student: What, are you pretending that I haven't already answered the question twice? Tutor: Remember that  ""red"" is ""rosso"" Student: Il gatto e dietro l'alberto rosso?  Tutor: rosso is the masculine form, because the noun it modifies (l'albero) is masculine. Student: Are you contradicting me, or just telling me a random piece of language structure? Tutor: Prepositional phrases separate the two noun phrases. Student: Okay, are you telling me I'm wrong or just giving me random context? I don't trust you anymore.  Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again. Student: Your response doesn't even begin to make sense.  Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: Are you going to look at the answer I gave you three times now, or not?  Tutor: Okay, I'll give you a hint.  ""red"" is ""rosso"" Student: You mean, like in the sentence I've fed you three times now? Tutor: Tree is ""l'albero"", now try to fill in the rest of the blank. Student: You mean, like those three other times you ignored what I said? Tutor: ""L'albero"" is ""tree.""","So, il gatto e dietro l'alberto rosso?","[True, False, True, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero"" Student: I'll do my best, Chief.  Tutor: Can you try filling in the blank to the best of your ability? Student: What, are you pretending that I haven't already answered the question twice? Tutor: Remember that  ""red"" is ""rosso"" Student: Il gatto e dietro l'alberto rosso?  Tutor: rosso is the masculine form, because the noun it modifies (l'albero) is masculine. Student: Are you contradicting me, or just telling me a random piece of language structure? Tutor: Prepositional phrases separate the two noun phrases. Student: Okay, are you telling me I'm wrong or just giving me random context? I don't trust you anymore.  Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again. Student: Your response doesn't even begin to make sense.  Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: Are you going to look at the answer I gave you three times now, or not?  Tutor: Okay, I'll give you a hint.  ""red"" is ""rosso"" Student: You mean, like in the sentence I've fed you three times now? Tutor: Tree is ""l'albero"", now try to fill in the rest of the blank. Student: You mean, like those three other times you ignored what I said? Tutor: ""L'albero"" is ""tree."" Student: So, il gatto e dietro l'alberto rosso? Tutor: Remember that  ""is behind the"" is e dietro""",Which I just said. ,"[False, False, False, True]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero"" Student: I'll do my best, Chief.  Tutor: Can you try filling in the blank to the best of your ability? Student: What, are you pretending that I haven't already answered the question twice? Tutor: Remember that  ""red"" is ""rosso"" Student: Il gatto e dietro l'alberto rosso?  Tutor: rosso is the masculine form, because the noun it modifies (l'albero) is masculine. Student: Are you contradicting me, or just telling me a random piece of language structure? Tutor: Prepositional phrases separate the two noun phrases. Student: Okay, are you telling me I'm wrong or just giving me random context? I don't trust you anymore.  Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again. Student: Your response doesn't even begin to make sense.  Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: Are you going to look at the answer I gave you three times now, or not?  Tutor: Okay, I'll give you a hint.  ""red"" is ""rosso"" Student: You mean, like in the sentence I've fed you three times now? Tutor: Tree is ""l'albero"", now try to fill in the rest of the blank. Student: You mean, like those three other times you ignored what I said? Tutor: ""L'albero"" is ""tree."" Student: So, il gatto e dietro l'alberto rosso? Tutor: Remember that  ""is behind the"" is e dietro"" Student: Which I just said.  Tutor: Okay, I'll give you a hint.  ""is behind the"" is ""e dietro""","What is wrong with you, seriously?","[False, False, False, True]"
" Tutor: Please try to fill in the blank in Italian.  Student: la scatola e sotto l'alberto rosso? Tutor: OK,  ""is behind the"" is  ""e dietro"" Student: Oh, I didn't see that the content had changed. Okay, then. Il gatto e dietro l'alberto rosso? Tutor: Okay, I'll give you a hint.  ""tree"" is  ""l'albero"" Student: Fine. Il gatto e dietro l'alberto rosso? Tutor: l' (""the"" is prepended to the following word when it begins with a vowel. Student: Right. Similar to other Romance languages. Sure. Tutor: ['l\' (""the"" is prepended to the following word when it begins with a vowel.', 'This applies to both feminine and masculine words. Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas. '] Student: Sure, check. Again, pretty standard.  Tutor: Remember that  ""tree"" is "" l'albero"" Student: I'll do my best, Chief.  Tutor: Can you try filling in the blank to the best of your ability? Student: What, are you pretending that I haven't already answered the question twice? Tutor: Remember that  ""red"" is ""rosso"" Student: Il gatto e dietro l'alberto rosso?  Tutor: rosso is the masculine form, because the noun it modifies (l'albero) is masculine. Student: Are you contradicting me, or just telling me a random piece of language structure? Tutor: Prepositional phrases separate the two noun phrases. Student: Okay, are you telling me I'm wrong or just giving me random context? I don't trust you anymore.  Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again. Student: Your response doesn't even begin to make sense.  Tutor: Adjectives (such as color words) follow the noun they modify in Italian. Student: Are you going to look at the answer I gave you three times now, or not?  Tutor: Okay, I'll give you a hint.  ""red"" is ""rosso"" Student: You mean, like in the sentence I've fed you three times now? Tutor: Tree is ""l'albero"", now try to fill in the rest of the blank. Student: You mean, like those three other times you ignored what I said? Tutor: ""L'albero"" is ""tree."" Student: So, il gatto e dietro l'alberto rosso? Tutor: Remember that  ""is behind the"" is e dietro"" Student: Which I just said.  Tutor: Okay, I'll give you a hint.  ""is behind the"" is ""e dietro"" Student: What is wrong with you, seriously? Tutor: Remember that  ""is behind the"" is ""e dietro""",I'll remember that. Thanks.,"[False, False, True, False]"
" Tutor: ""Is On Top Of The"" is ""e in cima al"". Please try to fill in the blank in Italian. ",il gatto e in cima al table rosa.,"[True, False, False, False]"
" Tutor: ""Is On Top Of The"" is ""e in cima al"". Please try to fill in the blank in Italian.  Student: il gatto e in cima al table rosa. Tutor: Okay, I'll give you a hint.  ""table"" is  ""tavolo""", il gatto e in cima al tavolo rosa.,"[True, False, False, False]"
" Tutor: ""Is On Top Of The"" is ""e in cima al"". Please try to fill in the blank in Italian.  Student: il gatto e in cima al table rosa. Tutor: Okay, I'll give you a hint.  ""table"" is  ""tavolo"" Student:  il gatto e in cima al tavolo rosa. Tutor: Please try to fill in the blank in Italian. ","How do you say ""is next to the""?","[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to the""? Tutor: Remember that  ""is next to the"" is ""e accanto al""",il gatto e accanto al tavalo rosa.,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to the""? Tutor: Remember that  ""is next to the"" is ""e accanto al"" Student: il gatto e accanto al tavalo rosa. Tutor: ""Table"" is ""tavolo"". Do you know how to say pink?",Pink is rosa.  il gatto e accanto al tavolo rosa.,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say ""is next to the""? Tutor: Remember that  ""is next to the"" is ""e accanto al"" Student: il gatto e accanto al tavalo rosa. Tutor: ""Table"" is ""tavolo"". Do you know how to say pink? Student: Pink is rosa.  il gatto e accanto al tavolo rosa. Tutor: Please try to fill in the blank in Italian. ",How do you say in front of the?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say in front of the? Tutor: Hmm...  ""is in front of the"" is ""e di fronte alla""",il gatto e di fronte alla box verde. what's the word for box?,"[True, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say in front of the? Tutor: Hmm...  ""is in front of the"" is ""e di fronte alla"" Student: il gatto e di fronte alla box verde. what's the word for box? Tutor: Okay, I'll give you a hint.  ""box"" is  ""scatola""",il gatto e di fronte alla scatola verde,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: How do you say in front of the? Tutor: Hmm...  ""is in front of the"" is ""e di fronte alla"" Student: il gatto e di fronte alla box verde. what's the word for box? Tutor: Okay, I'll give you a hint.  ""box"" is  ""scatola"" Student: il gatto e di fronte alla scatola verde Tutor: Please try to fill in the blank in Italian. ",what's the words for is behind the?,"[False, True, False, False]"
 Tutor: Please try to fill in the blank in Italian.  Student: what's the words for is behind the? Tutor: Can you try filling in the blank to the best of your ability?,il coniglio is behind the scatola giala.,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: what's the words for is behind the? Tutor: Can you try filling in the blank to the best of your ability? Student: il coniglio is behind the scatola giala. Tutor: Hmm...  ""is behind the"" is  ""e dietro la""",il coniglio e dietro la scatola giala.,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: what's the words for is behind the? Tutor: Can you try filling in the blank to the best of your ability? Student: il coniglio is behind the scatola giala. Tutor: Hmm...  ""is behind the"" is  ""e dietro la"" Student: il coniglio e dietro la scatola giala. Tutor: OK,  ""yellow"" is  ""gialla""","OK,  il coniglio e dietro la scatola gialla.","[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: what's the words for is behind the? Tutor: Can you try filling in the blank to the best of your ability? Student: il coniglio is behind the scatola giala. Tutor: Hmm...  ""is behind the"" is  ""e dietro la"" Student: il coniglio e dietro la scatola giala. Tutor: OK,  ""yellow"" is  ""gialla"" Student: OK,  il coniglio e dietro la scatola gialla. Tutor: Please try to fill in the blank in Italian. ",il cane is behind the scatola rosa.,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: il cane is behind the scatola rosa. Tutor: Okay, I'll give you a hint.  ""box"" is "" scatola""","il cane is behind the scatola rosa.
","[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: il cane is behind the scatola rosa. Tutor: Okay, I'll give you a hint.  ""box"" is "" scatola"" Student: il cane is behind the scatola rosa.
 Tutor: Hmm...  ""pink"" is ""rosa""",How do you say is behind the ?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: il cane is behind the scatola rosa. Tutor: Okay, I'll give you a hint.  ""box"" is "" scatola"" Student: il cane is behind the scatola rosa.
 Tutor: Hmm...  ""pink"" is ""rosa"" Student: How do you say is behind the ? Tutor: Hmm...  ""is behind the"" is ""e dietro la""",il cane e dietro la scatola rosa,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: il cane is behind the scatola rosa. Tutor: Okay, I'll give you a hint.  ""box"" is "" scatola"" Student: il cane is behind the scatola rosa.
 Tutor: Hmm...  ""pink"" is ""rosa"" Student: How do you say is behind the ? Tutor: Hmm...  ""is behind the"" is ""e dietro la"" Student: il cane e dietro la scatola rosa Tutor: Please try to fill in the blank in Italian. ",il cane is on top of the bed blu.,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: il cane is on top of the bed blu. Tutor: Okay, I'll give you a hint.  ""is on top of the"" is  ""e in cima al""",il cane e in cima al bed blu,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: il cane is on top of the bed blu. Tutor: Okay, I'll give you a hint.  ""is on top of the"" is  ""e in cima al"" Student: il cane e in cima al bed blu Tutor: Well,  ""bed"" is  ""letto""",OK  il cane e in cima al letto blu,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: il cane is on top of the bed blu. Tutor: Okay, I'll give you a hint.  ""is on top of the"" is  ""e in cima al"" Student: il cane e in cima al bed blu Tutor: Well,  ""bed"" is  ""letto"" Student: OK  il cane e in cima al letto blu Tutor: Please try to fill in the blank in Italian. ",la pianta is next to the letto rosa,"[True, False, False, False]"
" Tutor: ""Tree"" is ""l'albero"". Please try to fill in the blank in Italian. ",e dietro l'albero blu,"[False, False, True, False]"
" Tutor: ""Tree"" is ""l'albero"". Please try to fill in the blank in Italian.  Student: e dietro l'albero blu Tutor: Please try to fill in the blank in Italian. ",What is the word for pink again?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: What is the word for pink again? Tutor: OK,  ""pink"" is ""rosa""",I think you say il gatto rosa.,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: What is the word for pink again? Tutor: OK,  ""pink"" is ""rosa"" Student: I think you say il gatto rosa. Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino""",Which word comes first?,"[False, True, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: What is the word for pink again? Tutor: OK,  ""pink"" is ""rosa"" Student: I think you say il gatto rosa. Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino"" Student: Which word comes first? Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again.",is the answer e vicino rosa?,"[True, False, False, False]"
" Tutor: Please try to fill in the blank in Italian.  Student: What is the word for pink again? Tutor: OK,  ""pink"" is ""rosa"" Student: I think you say il gatto rosa. Tutor: Okay, I'll give you a hint.  ""is next to the"" is  ""e vicino"" Student: Which word comes first? Tutor: That's almost correct. Remember that """" is a contraction of the words ""a"" and ""."" Please try again. Student: is the answer e vicino rosa? Tutor: OK,  ""tree"" is  ""all'albero""","Is the word for pink tree rosa all'albero?
","[True, False, False, False]"
